num_arms,min_gap,num_threads,epsilon,delta,elapsed,pulls,solved
100000,0.4,32,0.1,0.01,18056,63999040,1
100000,0.4,64,0.1,0.01,23971,70385664,1
100000,0.4,128,0.1,0.01,29810,76800000,1
100000,0.4,1,0.01,0.1,1157,53187290,1
100000,0.4,8,0.01,0.1,13101,54033920,1
100000,0.4,16,0.01,0.1,13684,54296000,1
100000,0.4,32,0.01,0.1,15101,51851584,1
100000,0.4,64,0.01,0.1,18979,53570240,1
100000,0.4,128,0.01,0.1,24962,62666240,1
100000,0.4,1,0.01,0.05,1131,52943258,1
100000,0.4,8,0.01,0.05,13379,55994816,1
100000,0.4,16,0.01,0.05,14005,55999136,1
100000,0.4,32,0.01,0.05,16386,57533248,1
100000,0.4,64,0.01,0.05,20108,57587008,1
100000,0.4,128,0.01,0.05,25286,63751168,1
100000,0.4,1,0.01,0.01,1291,60513975,1
100000,0.4,8,0.01,0.01,14619,61373912,1
100000,0.4,16,0.01,0.01,15609,61702080,1
100000,0.4,32,0.01,0.01,18400,63940960,1
100000,0.4,64,0.01,0.01,24597,70400000,1
100000,0.4,128,0.01,0.01,30123,76799488,1
100000,0.4,1,0.001,0.1,1135,53197130,1
100000,0.4,8,0.001,0.1,13816,54400000,1
100000,0.4,16,0.001,0.1,13277,50658912,1
100000,0.4,32,0.001,0.1,16037,54285600,1
100000,0.4,64,0.001,0.1,20302,57485312,1
100000,0.4,128,0.001,0.1,25643,63723520,1
100000,0.4,1,0.001,0.05,1180,55310966,1
100000,0.4,8,0.001,0.05,13422,54904016,1
100000,0.4,16,0.001,0.05,13895,54244784,1
100000,0.4,32,0.001,0.05,16526,57463360,1
100000,0.4,64,0.001,0.05,21056,57600000,1
100000,0.4,128,0.001,0.05,25829,63228416,1
100000,0.4,1,0.001,0.01,1286,60444690,1
100000,0.4,8,0.001,0.01,14008,56410832,1
100000,0.4,16,0.001,0.01,15569,62399040,1
100000,0.4,32,0.001,0.01,18006,63961120,1
100000,0.4,64,0.001,0.01,23762,70390272,1
100000,0.4,128,0.001,0.01,29269,76529152,1
100000,0.2,1,0.2,0.1,4869,220974845,1
100000,0.2,8,0.2,0.1,50945,211328176,1
100000,0.2,16,0.2,0.1,54775,223729296,1
100000,0.2,32,0.2,0.1,57485,214072384,1
100000,0.2,64,0.2,0.1,64797,204193152,1
100000,0.2,128,0.2,0.1,83367,240918784,1
100000,0.2,1,0.2,0.05,5052,228784758,1
100000,0.2,8,0.2,0.05,55081,228265080,1
100000,0.2,16,0.2,0.05,57042,233708960,1
100000,0.2,32,0.2,0.05,62884,236605824,1
100000,0.2,64,0.2,0.05,39418,119036928,1
100000,0.2,128,0.2,0.05,82070,238091008,1
100000,0.2,1,0.2,0.01,5285,240358796,1
100000,0.2,8,0.2,0.01,59515,248010880,1
100000,0.2,16,0.2,0.01,60176,246341760,1
100000,0.2,32,0.2,0.01,67532,255112960,1
100000,0.2,64,0.2,0.01,80329,260456960,1
100000,0.2,128,0.2,0.01,90945,268170240,1
100000,0.2,1,0.1,0.1,4839,219663821,1
100000,0.2,8,0.1,0.1,50169,203741968,1
100000,0.2,16,0.1,0.1,57407,225203280,1
100000,0.2,32,0.1,0.1,62568,226785792,1
100000,0.2,64,0.1,0.1,27649,77193792,1
100000,0.2,128,0.1,0.1,77495,213560320,1
100000,0.2,1,0.1,0.05,5095,230672551,1
100000,0.2,8,0.1,0.05,43013,171300120,1
100000,0.2,16,0.1,0.05,60760,220343936,1
100000,0.2,32,0.1,0.05,66685,234302144,1
100000,0.2,64,0.1,0.05,75263,236827264,1
100000,0.2,128,0.1,0.05,84499,238141184,1
100000,0.2,1,0.1,0.01,5569,252658440,1
100000,0.2,8,0.1,0.01,58040,235216000,1
100000,0.2,16,0.1,0.01,64265,250056960,1
100000,0.2,32,0.1,0.01,67482,245532160,1
100000,0.2,64,0.1,0.01,82577,257916800,1
100000,0.2,128,0.1,0.01,94795,268640640,1
100000,0.2,1,0.01,0.1,4957,224463376,1
100000,0.2,8,0.01,0.1,55545,223986288,1
100000,0.2,16,0.01,0.1,48958,192380352,1
100000,0.2,32,0.01,0.1,58059,210170560,1
100000,0.2,64,0.01,0.1,73461,226123328,1
100000,0.2,128,0.01,0.1,84717,242925440,1
100000,0.2,1,0.01,0.05,4856,220668909,1
100000,0.2,8,0.01,0.05,56839,229191512,1
100000,0.2,16,0.01,0.05,55599,213113840,1
100000,0.2,32,0.01,0.05,66293,233253632,1
100000,0.2,64,0.01,0.05,76186,236628352,1
100000,0.2,128,0.01,0.05,80374,224401920,1
100000,0.2,1,0.01,0.01,5548,252104600,1
100000,0.2,8,0.01,0.01,63990,252682976,1
100000,0.2,16,0.01,0.01,64188,253395840,1
100000,0.2,32,0.01,0.01,70637,255574144,1
100000,0.2,64,0.01,0.01,83658,262356224,1
100000,0.2,128,0.01,0.01,90432,267156480,1
100000,0.2,1,0.001,0.1,4963,224750525,1
100000,0.2,8,0.001,0.1,54814,226434624,1
100000,0.2,16,0.001,0.1,50498,199368736,1
100000,0.2,32,0.001,0.1,53047,190891264,1
100000,0.2,64,0.001,0.1,73044,226460160,1
100000,0.2,128,0.001,0.1,86186,242079616,1
100000,0.2,1,0.001,0.05,5689,258191236,1
100000,0.2,8,0.001,0.05,57675,233243344,1
100000,0.2,16,0.001,0.05,59426,234851648,1
100000,0.2,32,0.001,0.05,60039,214724352,1
100000,0.2,64,0.001,0.05,77652,232653312,1
100000,0.2,128,0.001,0.05,90829,243291392,1
100000,0.2,1,0.001,0.01,5552,252079288,1
100000,0.2,8,0.001,0.01,64710,253588032,1
100000,0.2,16,0.001,0.01,53227,198875520,1
100000,0.2,32,0.001,0.01,71606,249137920,1
100000,0.2,64,0.001,0.01,87744,262675520,1
100000,0.2,128,0.001,0.01,98325,268692480,1
100000,0.1,1,0.2,0.1,19074,851277152,0
100000,0.1,8,0.2,0.1,168378,642585664,0
100000,0.1,16,0.2,0.1,213041,810139968,0
100000,0.1,32,0.2,0.1,227922,812793344,0
100000,0.1,64,0.2,0.1,288485,921854144,0
100000,0.1,128,0.2,0.1,294210,922384000,0
100000,0.1,1,0.2,0.05,14703,657392002,0
100000,0.1,8,0.2,0.05,187435,771652560,0
100000,0.1,16,0.2,0.05,219010,892414208,0
100000,0.1,32,0.2,0.05,227388,866792192,0
100000,0.1,64,0.2,0.05,286329,961365760,0
100000,0.1,128,0.2,0.05,291544,919531904,0
100000,0.1,1,0.2,0.01,21697,969283895,0
100000,0.1,8,0.2,0.01,226768,934079784,0
100000,0.1,16,0.2,0.01,249714,1041088320,0
100000,0.1,32,0.2,0.01,264439,1037248768,0
100000,0.1,64,0.2,0.01,301423,1034107904,0
100000,0.1,128,0.2,0.01,328983,974024704,1
100000,0.1,1,0.1,0.1,16245,726257279,1
100000,0.1,8,0.1,0.1,129992,462359160,1
100000,0.1,16,0.1,0.1,161483,602548160,1
100000,0.1,32,0.1,0.1,255946,891559872,1
100000,0.1,64,0.1,0.1,290250,898796160,1
100000,0.1,128,0.1,0.1,413813,1204983552,1
100000,0.1,1,0.1,0.05,21435,957544258,1
100000,0.1,8,0.1,0.05,221463,898951248,1
100000,0.1,16,0.1,0.05,192314,784751856,1
100000,0.1,32,0.1,0.05,217078,824745792,1
100000,0.1,64,0.1,0.05,127242,413056768,1
100000,0.1,128,0.1,0.05,219782,684748672,1
100000,0.1,1,0.1,0.01,25265,1131367292,1
100000,0.1,8,0.1,0.01,538722,2199514136,0
100000,0.1,16,0.1,0.01,187082,761043072,1
100000,0.1,32,0.1,0.01,179232,677845888,1
100000,0.1,64,0.1,0.01,291949,983306624,1
100000,0.1,128,0.1,0.01,264201,817407744,1
100000,0.1,1,0.01,0.1,16820,751735655,1
100000,0.1,8,0.01,0.1,191858,766483680,1
100000,0.1,16,0.01,0.1,260281,1049686528,1
100000,0.1,32,0.01,0.1,187600,712538752,1
100000,0.1,64,0.01,0.1,244399,797040320,1
100000,0.1,128,0.01,0.1,257814,710165504,1
100000,0.1,1,0.01,0.05,22788,1020955348,1
100000,0.1,8,0.01,0.05,266878,947957592,1
100000,0.1,16,0.01,0.05,277705,984878016,1
100000,0.1,32,0.01,0.05,278417,961854400,1
100000,0.1,64,0.01,0.05,295871,987076736,1
100000,0.1,128,0.01,0.05,262590,820885120,1
100000,0.1,1,0.01,0.01,26789,1198262666,1
100000,0.1,8,0.01,0.01,245304,1023531680,1
100000,0.1,16,0.01,0.01,248112,1023366720,1
100000,0.1,32,0.01,0.01,190641,730807552,1
100000,0.1,64,0.01,0.01,275028,938732480,1
100000,0.1,128,0.01,0.01,344922,1107405312,1
100000,0.1,1,0.001,0.1,18656,832387166,1
100000,0.1,8,0.001,0.1,206666,846342560,1
100000,0.1,16,0.001,0.1,238112,905560496,1
100000,0.1,32,0.001,0.1,287961,1032636416,1
100000,0.1,64,0.001,0.1,558017,1782186816,1
100000,0.1,128,0.001,0.1,312512,965035648,1
100000,0.1,1,0.001,0.05,22553,1007637252,1
100000,0.1,8,0.001,0.05,211652,851916120,1
100000,0.1,16,0.001,0.05,155425,616972160,1
100000,0.1,32,0.001,0.05,173210,642102144,1
100000,0.1,64,0.001,0.05,278006,918714880,1
100000,0.1,128,0.001,0.05,280250,866040448,1
100000,0.1,1,0.001,0.01,23497,1051225804,1
100000,0.1,8,0.001,0.01,271149,1020590096,1
100000,0.1,16,0.001,0.01,249732,897037056,1
100000,0.1,32,0.001,0.01,314212,1128567232,1
100000,0.1,64,0.001,0.01,256569,855350528,1
100000,0.1,128,0.001,0.01,317440,983540736,1
100000,0.01,1,0.2,0.1,20782,919209440,0
100000,0.01,8,0.2,0.1,236124,921416384,0
100000,0.01,16,0.2,0.1,235913,921288576,0
100000,0.01,32,0.2,0.1,242008,923586176,0
100000,0.01,64,0.2,0.1,273955,926639680,0
100000,0.01,128,0.2,0.1,299656,946798720,0
100000,0.01,1,0.2,0.05,21612,954176404,0
100000,0.01,8,0.2,0.05,234000,956128656,0
100000,0.01,16,0.2,0.05,232180,957885392,0
100000,0.01,32,0.2,0.05,255618,961798048,0
100000,0.01,64,0.2,0.05,285401,962839552,0
100000,0.01,128,0.2,0.05,303448,972354944,0
100000,0.01,1,0.2,0.01,23500,1038303475,0
100000,0.01,8,0.2,0.01,247655,1039709032,0
100000,0.01,16,0.2,0.01,264083,1041537024,0
100000,0.01,32,0.2,0.01,280695,1043026816,0
100000,0.01,64,0.2,0.01,316521,1049544896,0
100000,0.01,128,0.2,0.01,335133,1062400000,0
100000,0.01,1,0.1,0.1,56681,2504859673,0
100000,0.01,8,0.1,0.1,613597,2559320552,0
100000,0.01,16,0.1,0.1,648548,2615611760,0
100000,0.01,32,0.1,0.1,780801,2947326528,0
100000,0.01,64,0.1,0.1,945558,3229910016,0
100000,0.01,128,0.1,0.1,937754,3070993152,0
100000,0.01,1,0.1,0.05,70841,3138314376,0
100000,0.01,8,0.1,0.05,673351,2746300200,0
100000,0.01,16,0.1,0.05,606454,2393932960,0
100000,0.01,32,0.1,0.05,643656,2454905696,0
100000,0.01,64,0.1,0.05,889294,3026466880,0
100000,0.01,128,0.1,0.05,1004180,3366263680,0
100000,0.01,1,0.1,0.01,80974,3592354282,0
100000,0.01,8,0.1,0.01,789771,3305561816,0
100000,0.01,16,0.1,0.01,807712,3250784640,0
100000,0.01,32,0.1,0.01,913368,3446092672,0
100000,0.01,64,0.1,0.01,1196959,4115944448,0
100000,0.01,128,0.1,0.01,1246575,4078126848,0
100000,0.01,1,0.01,0.1,84170,3724968885,0
100000,0.01,8,0.01,0.1,1347646,5340430896,0
100000,0.01,16,0.01,0.1,960370,3990028624,0
100000,0.01,32,0.01,0.1,1142574,4351404960,0
100000,0.01,64,0.01,0.1,1969850,6492797184,0
100000,0.01,128,0.01,0.1,1932399,5793207424,0
100000,0.01,1,0.01,0.05,80145,3550256315,0
100000,0.01,8,0.01,0.05,786077,3056770576,0
100000,0.01,16,0.01,0.05,734927,2993428112,0
100000,0.01,32,0.01,0.05,924937,3547982240,0
100000,0.01,64,0.01,0.05,1246720,4262273408,0
100000,0.01,128,0.01,0.05,1543784,5113495936,0
100000,0.01,1,0.01,0.01,123274,5463924960,0
100000,0.01,8,0.01,0.01,1787676,7493141528,0
100000,0.01,16,0.01,0.01,1348178,5630480320,0
100000,0.01,32,0.01,0.01,1341523,5134932672,0
100000,0.01,64,0.01,0.01,1795344,5745447552,0
100000,0.01,128,0.01,0.01,3751526,11938516224,0
100000,0.01,1,0.001,0.1,149831,6640541053,0
100000,0.01,8,0.001,0.1,1148004,4720083424,0
100000,0.01,16,0.001,0.1,1229232,5074901104,0
100000,0.01,32,0.001,0.1,1158089,4430934272,0
100000,0.01,64,0.001,0.1,836734,2782185344,0
100000,0.01,128,0.001,0.1,1587370,5061171840,0
100000,0.01,1,0.001,0.05,158932,6977173010,0
100000,0.01,8,0.001,0.05,575749,2469890472,0
100000,0.01,16,0.001,0.05,1296059,5438071792,0
100000,0.01,32,0.001,0.05,1282066,5040762656,0
100000,0.01,64,0.001,0.05,1657429,5746617856,0
100000,0.01,128,0.001,0.05,2040940,6693094656,0
100000,0.01,1,0.001,0.01,142717,6328211006,0
100000,0.01,8,0.001,0.01,1836119,7546455584,0
100000,0.01,16,0.001,0.01,988536,4133180016,0
100000,0.01,32,0.001,0.01,2694301,10356333600,0
100000,0.01,64,0.001,0.01,2030256,6855288064,0
100000,0.01,128,0.001,0.01,2856784,9313876608,0
100000,0.001,1,0.2,0.1,20810,919746592,0
100000,0.001,8,0.2,0.1,231293,920049088,0
100000,0.001,16,0.2,0.1,232699,922704704,0
100000,0.001,32,0.2,0.1,248542,922609536,0
100000,0.001,64,0.2,0.1,279457,926932672,0
100000,0.001,128,0.2,0.1,297646,945299200,0
100000,0.001,1,0.2,0.05,21558,952438324,0
100000,0.001,8,0.2,0.05,230638,957194112,0
100000,0.001,16,0.2,0.05,230617,953580080,0
100000,0.001,32,0.2,0.05,250328,962698784,0
100000,0.001,64,0.2,0.05,303657,963933952,0
100000,0.001,128,0.2,0.05,328685,970217216,0
100000,0.001,1,0.2,0.01,23555,1037926147,0
100000,0.001,8,0.2,0.01,268611,1039638256,0
100000,0.001,16,0.2,0.01,272905,1041458304,0
100000,0.001,32,0.2,0.01,289015,1042995328,0
100000,0.001,64,0.2,0.01,321508,1049600000,0
100000,0.001,128,0.2,0.01,329430,1062400000,0
100000,0.001,1,0.1,0.1,57748,2554706686,0
100000,0.001,8,0.1,0.1,651485,2672361808,0
100000,0.001,16,0.1,0.1,748211,2978406240,0
100000,0.001,32,0.1,0.1,708926,2643467008,0
100000,0.001,64,0.1,0.1,798360,2668155008,0
100000,0.001,128,0.1,0.1,954359,3082456064,0
100000,0.001,1,0.1,0.05,68004,3007125102,0
100000,0.001,8,0.1,0.05,808912,3291908088,0
100000,0.001,16,0.1,0.05,763287,3163965632,0
100000,0.001,32,0.1,0.05,826767,3151971808,0
100000,0.001,64,0.1,0.05,844543,2724931264,0
100000,0.001,128,0.1,0.05,1076648,3230984832,0
100000,0.001,1,0.1,0.01,72069,3190469659,0
100000,0.001,8,0.1,0.01,916185,3390668184,0
100000,0.001,16,0.1,0.01,906209,3729430656,0
100000,0.001,32,0.1,0.01,986895,3852592576,0
100000,0.001,64,0.1,0.01,1171080,4067816384,0
100000,0.001,128,0.1,0.01,1411647,4232084224,0
100000,0.001,1,0.01,0.1,56269,2484217338,0
100000,0.001,8,0.01,0.1,1068071,4192443320,0
100000,0.001,16,0.01,0.1,1138335,4475752560,0
100000,0.001,32,0.01,0.1,1278387,4834086208,0
100000,0.001,64,0.01,0.1,1426906,4871606976,0
100000,0.001,128,0.01,0.1,1706317,5551434624,0
100000,0.001,1,0.01,0.05,107324,4756645359,0
100000,0.001,8,0.01,0.05,770230,3136482288,0
100000,0.001,16,0.01,0.05,1451485,6015174288,0
100000,0.001,32,0.01,0.05,537943,2066713504,0
100000,0.001,64,0.01,0.05,1031201,3480753408,0
100000,0.001,128,0.01,0.05,1161178,3717456640,0
100000,0.001,1,0.01,0.01,125785,5566331484,0
100000,0.001,8,0.01,0.01,1599975,6105006728,0
100000,0.001,16,0.01,0.01,1535476,5712994160,0
100000,0.001,32,0.01,0.01,2189242,8255175936,0
100000,0.001,64,0.01,0.01,2190965,7581464832,0
100000,0.001,128,0.01,0.01,1740832,5589973888,0
100000,0.001,1,0.001,0.1,97383,4311968884,0
100000,0.001,8,0.001,0.1,1134109,4574881160,0
100000,0.001,16,0.001,0.1,1224381,5123564512,0
100000,0.001,32,0.001,0.1,852133,3377215680,0
100000,0.001,64,0.001,0.1,1189910,3973103552,0
100000,0.001,128,0.001,0.1,1795275,5881751680,0
100000,0.001,1,0.001,0.05,128454,5689125348,0
100000,0.001,8,0.001,0.05,1043809,4330403616,0
100000,0.001,16,0.001,0.05,1190518,4891970944,0
100000,0.001,32,0.001,0.05,852727,3015228672,0
100000,0.001,64,0.001,0.05,1387189,4460176128,0
100000,0.001,128,0.001,0.05,1505049,4969406336,0
100000,0.001,1,0.001,0.01,123274,5454939507,0
100000,0.001,8,0.001,0.01,1292346,5118610816,0
100000,0.001,16,0.001,0.01,1499924,6177435216,0
100000,0.001,32,0.001,0.01,2915068,11372941056,0
100000,0.001,64,0.001,0.01,1174410,4089632640,0
100000,0.001,128,0.001,0.01,4317258,13481066368,0
