num_arms,min_gap,num_threads,epsilon,delta,elapsed,pulls,solved
1000,0.01,1,0.2,0.1,154,6826168,0
1000,0.01,8,0.2,0.1,1749,6788296,0
1000,0.01,16,0.2,0.1,1726,6880000,0
1000,0.01,32,0.2,0.1,1895,6912000,0
1000,0.01,64,0.2,0.1,2179,6976000,0
1000,0.01,128,0.2,0.1,2387,7040000,0
1000,0.01,1,0.2,0.05,163,7196526,0
1000,0.01,8,0.2,0.05,1339,7224000,0
1000,0.01,16,0.2,0.05,1625,7221024,0
1000,0.01,32,0.2,0.05,1889,7264000,0
1000,0.01,64,0.2,0.05,2289,7296000,0
1000,0.01,128,0.2,0.05,2494,7424000,0
1000,0.01,1,0.2,0.01,182,8013816,0
1000,0.01,8,0.2,0.01,2012,8033904,0
1000,0.01,16,0.2,0.01,1977,8064000,0
1000,0.01,32,0.2,0.01,2181,8128000,0
1000,0.01,64,0.2,0.01,2547,8192000,0
1000,0.01,128,0.2,0.01,2728,8192000,0
1000,0.01,1,0.1,0.1,529,23165242,0
1000,0.01,8,0.1,0.1,5875,23398576,0
1000,0.01,16,0.1,0.1,6664,26383504,0
1000,0.01,32,0.1,0.1,6766,25222400,0
1000,0.01,64,0.1,0.1,8187,27211264,0
1000,0.01,128,0.1,0.1,8359,26393600,0
1000,0.01,1,0.1,0.05,530,23446778,0
1000,0.01,8,0.1,0.05,6909,26855960,0
1000,0.01,16,0.1,0.05,7042,28002816,0
1000,0.01,32,0.1,0.05,6374,23248384,0
1000,0.01,64,0.1,0.05,8200,27458560,0
1000,0.01,128,0.1,0.05,8234,26189824,0
1000,0.01,1,0.1,0.01,713,30713288,0
1000,0.01,8,0.1,0.01,7639,30532800,0
1000,0.01,16,0.1,0.01,7804,30706752,0
1000,0.01,32,0.1,0.01,8696,32195296,0
1000,0.01,64,0.1,0.01,9665,32114944,0
1000,0.01,128,0.1,0.01,9218,29165568,0
1000,0.01,1,0.01,0.1,2181,96671710,0
1000,0.01,8,0.01,0.1,10926,43262008,0
1000,0.01,16,0.01,0.1,24134,95068752,0
1000,0.01,32,0.01,0.1,15718,56702176,0
1000,0.01,64,0.01,0.1,42441,137245504,0
1000,0.01,128,0.01,0.1,48396,153295616,0
1000,0.01,1,0.01,0.05,2541,112699291,0
1000,0.01,8,0.01,0.05,19606,78845360,0
1000,0.01,16,0.01,0.05,7202,29016432,0
1000,0.01,32,0.01,0.05,22317,85372800,0
1000,0.01,64,0.01,0.05,46812,158419328,0
1000,0.01,128,0.01,0.05,44558,146128384,0
1000,0.01,1,0.01,0.01,2171,95966144,0
1000,0.01,8,0.01,0.01,47574,194987016,0
1000,0.01,16,0.01,0.01,30462,125620096,0
1000,0.01,32,0.01,0.01,19506,75073664,0
1000,0.01,64,0.01,0.01,38314,133130048,0
1000,0.01,128,0.01,0.01,50973,172217472,0
1000,0.01,1,0.001,0.1,3127,138295843,0
1000,0.01,8,0.001,0.1,74848,307791008,0
1000,0.01,16,0.001,0.1,20555,83820832,0
1000,0.01,32,0.001,0.1,12422,47214592,0
1000,0.01,64,0.001,0.1,109971,375123648,0
1000,0.01,128,0.001,0.1,84222,276784000,1
1000,0.01,1,0.001,0.05,795,34934974,0
1000,0.01,8,0.001,0.05,23271,91375888,0
1000,0.01,16,0.001,0.05,22190,88342688,0
1000,0.01,32,0.001,0.05,41756,155959616,0
1000,0.01,64,0.001,0.05,19014,63693824,0
1000,0.01,128,0.001,0.05,147945,488957056,0
1000,0.01,1,0.001,0.01,24188,1072331611,0
1000,0.01,8,0.001,0.01,72748,291739488,1
1000,0.01,16,0.001,0.01,105157,424992320,0
1000,0.01,32,0.001,0.01,29227,110377664,0
1000,0.01,64,0.001,0.01,192721,657022272,0
1000,0.01,128,0.001,0.01,129490,421813760,0
1000,0.001,1,0.2,0.1,155,6831376,0
1000,0.001,8,0.2,0.1,1641,6845584,0
1000,0.001,16,0.2,0.1,1394,6874784,0
1000,0.001,32,0.2,0.1,1664,6901568,0
1000,0.001,64,0.2,0.1,2245,6976000,0
1000,0.001,128,0.2,0.1,2365,7040000,0
1000,0.001,1,0.2,0.05,163,7180104,0
1000,0.001,8,0.2,0.05,1835,7224000,0
1000,0.001,16,0.2,0.05,1874,7226512,0
1000,0.001,32,0.2,0.05,2079,7264000,0
1000,0.001,64,0.2,0.05,2271,7296000,0
1000,0.001,128,0.2,0.05,2500,7424000,0
1000,0.001,1,0.2,0.01,181,8026000,0
1000,0.001,8,0.2,0.01,2030,8040000,0
1000,0.001,16,0.2,0.01,1922,8064000,0
1000,0.001,32,0.2,0.01,2151,8128000,0
1000,0.001,64,0.2,0.01,2561,8192000,0
1000,0.001,128,0.2,0.01,2729,8192000,0
1000,0.001,1,0.1,0.1,560,23948476,0
1000,0.001,8,0.1,0.1,6486,25908928,0
1000,0.001,16,0.1,0.1,6100,24061040,0
1000,0.001,32,0.1,0.1,7127,26446304,0
1000,0.001,64,0.1,0.1,6127,20147456,0
1000,0.001,128,0.1,0.1,8422,26350592,0
1000,0.001,1,0.1,0.05,350,15200650,0
1000,0.001,8,0.1,0.05,6611,26478600,0
1000,0.001,16,0.1,0.05,6239,24482960,0
1000,0.001,32,0.1,0.05,6615,24611072,0
1000,0.001,64,0.1,0.05,8764,28990464,0
1000,0.001,128,0.1,0.05,8798,27676672,0
1000,0.001,1,0.1,0.01,638,28039786,0
1000,0.001,8,0.1,0.01,7403,28883328,0
1000,0.001,16,0.1,0.01,7698,30856704,0
1000,0.001,32,0.1,0.01,8728,32095328,0
1000,0.001,64,0.1,0.01,9181,30738624,0
1000,0.001,128,0.1,0.01,8100,25666048,0
1000,0.001,1,0.01,0.1,1873,82759204,0
1000,0.001,8,0.01,0.1,18428,71550000,0
1000,0.001,16,0.01,0.1,16494,65825200,0
1000,0.001,32,0.01,0.1,19830,73618752,0
1000,0.001,64,0.01,0.1,17418,58818688,0
1000,0.001,128,0.01,0.1,48366,157949696,0
1000,0.001,1,0.01,0.05,1856,82050321,0
1000,0.001,8,0.01,0.05,26765,107421864,0
1000,0.001,16,0.01,0.05,25126,101501744,0
1000,0.001,32,0.01,0.05,37480,143246592,0
1000,0.001,64,0.01,0.05,29411,100062336,0
1000,0.001,128,0.01,0.05,30129,97723008,0
1000,0.001,1,0.01,0.01,3921,173739072,0
1000,0.001,8,0.01,0.01,28843,117050704,0
1000,0.001,16,0.01,0.01,19605,78555664,0
1000,0.001,32,0.01,0.01,33086,125294496,0
1000,0.001,64,0.01,0.01,47190,161737984,0
1000,0.001,128,0.01,0.01,30704,101666048,0
1000,0.001,1,0.001,0.1,11926,528613225,0
1000,0.001,8,0.001,0.1,78038,311410736,0
1000,0.001,16,0.001,0.1,9627,38401440,0
1000,0.001,32,0.001,0.1,40857,152561504,0
1000,0.001,64,0.001,0.1,35563,119152256,0
1000,0.001,128,0.001,0.1,120932,409312640,0
1000,0.001,1,0.001,0.05,11075,491041989,0
1000,0.001,8,0.001,0.05,167882,651930328,0
1000,0.001,16,0.001,0.05,56204,219715344,0
1000,0.001,32,0.001,0.05,91919,341241056,0
1000,0.001,64,0.001,0.05,13570,44805120,0
1000,0.001,128,0.001,0.05,91056,291807744,0
1000,0.001,1,0.001,0.01,1167,51378673,0
1000,0.001,8,0.001,0.01,90459,359926064,0
1000,0.001,16,0.001,0.01,23508,97891696,0
1000,0.001,32,0.001,0.01,176098,665170688,0
1000,0.001,64,0.001,0.01,41442,139291584,0
1000,0.001,128,0.001,0.01,18148,58279168,0
10000,0.4,1,0.2,0.1,94,4432028,1
10000,0.4,8,0.2,0.1,1173,4464680,1
10000,0.4,16,0.2,0.1,1258,4800000,1
10000,0.4,32,0.2,0.1,1507,5111168,1
10000,0.4,64,0.2,0.1,1819,5087744,1
10000,0.4,128,0.2,0.1,2126,5114624,1
10000,0.4,1,0.2,0.05,103,4800000,1
10000,0.4,8,0.2,0.05,1099,4707416,1
10000,0.4,16,0.2,0.05,1226,4861312,1
10000,0.4,32,0.2,0.05,1501,5120000,1
10000,0.4,64,0.2,0.05,1812,5027456,1
10000,0.4,128,0.2,0.05,2101,5119616,1
10000,0.4,1,0.2,0.01,113,5314670,1
10000,0.4,8,0.2,0.01,1008,3920352,1
10000,0.4,16,0.2,0.01,1362,5440000,1
10000,0.4,32,0.2,0.01,1582,5401312,1
10000,0.4,64,0.2,0.01,1911,5638592,1
10000,0.4,128,0.2,0.01,2476,6400000,1
10000,0.4,1,0.1,0.1,110,4568318,1
10000,0.4,8,0.1,0.1,1077,4601840,1
10000,0.4,16,0.1,0.1,1136,4799632,1
10000,0.4,32,0.1,0.1,1385,5117696,1
10000,0.4,64,0.1,0.1,1669,4783232,1
10000,0.4,128,0.1,0.1,2060,5092736,1
10000,0.4,1,0.1,0.05,100,4712444,1
10000,0.4,8,0.1,0.05,836,4842776,1
10000,0.4,16,0.1,0.05,1003,4802560,1
10000,0.4,32,0.1,0.05,1429,5022848,1
10000,0.4,64,0.1,0.05,1782,5028992,1
10000,0.4,128,0.1,0.05,2035,5119616,1
10000,0.4,1,0.1,0.01,115,5318360,1
10000,0.4,8,0.1,0.01,1334,5440000,1
10000,0.4,16,0.1,0.01,1294,5437920,1
10000,0.4,32,0.1,0.01,1498,5439584,1
10000,0.4,64,0.1,0.01,1985,5763456,1
10000,0.4,128,0.1,0.01,2322,5940736,1
10000,0.4,1,0.01,0.1,98,4584428,1
10000,0.4,8,0.01,0.1,816,4635680,1
10000,0.4,16,0.01,0.1,1214,4637344,1
10000,0.4,32,0.01,0.1,1523,5087360,1
10000,0.4,64,0.01,0.1,1763,5119232,1
10000,0.4,128,0.01,0.1,2060,5082752,1
10000,0.4,1,0.01,0.05,102,4776256,1
10000,0.4,8,0.01,0.05,670,3885856,1
10000,0.4,16,0.01,0.05,1145,4859776,1
10000,0.4,32,0.01,0.05,1465,5053184,1
10000,0.4,64,0.01,0.05,1713,4964864,1
10000,0.4,128,0.01,0.05,2062,5119616,1
10000,0.4,1,0.01,0.01,118,5114180,1
10000,0.4,8,0.01,0.01,1189,5065184,1
10000,0.4,16,0.01,0.01,1216,5435424,1
10000,0.4,32,0.01,0.01,1478,5402560,1
10000,0.4,64,0.01,0.01,1955,5467456,1
10000,0.4,128,0.01,0.01,2522,6177280,1
10000,0.4,1,0.001,0.1,108,4566194,1
10000,0.4,8,0.001,0.1,1222,4632440,1
10000,0.4,16,0.001,0.1,1199,4694384,1
10000,0.4,32,0.001,0.1,1451,5080064,1
10000,0.4,64,0.001,0.1,1847,5102720,1
10000,0.4,128,0.001,0.1,2142,5110016,1
10000,0.4,1,0.001,0.05,103,4798516,1
10000,0.4,8,0.001,0.05,929,4867216,1
10000,0.4,16,0.001,0.05,1079,4803712,1
10000,0.4,32,0.001,0.05,1369,5086592,1
10000,0.4,64,0.001,0.05,1763,4884224,1
10000,0.4,128,0.001,0.05,2147,5115392,1
10000,0.4,1,0.001,0.01,114,4994050,1
10000,0.4,8,0.001,0.01,1112,4705344,1
10000,0.4,16,0.001,0.01,1402,5404640,1
10000,0.4,32,0.001,0.01,1676,5167104,1
10000,0.4,64,0.001,0.01,2220,5760000,1
10000,0.4,128,0.001,0.01,2807,6368256,1
10000,0.2,1,0.2,0.1,429,19457976,1
10000,0.2,8,0.2,0.1,5165,19510824,1
10000,0.2,16,0.2,0.1,5471,19547568,1
10000,0.2,32,0.2,0.1,6023,20225824,1
10000,0.2,64,0.2,0.1,7146,20426240,1
10000,0.2,128,0.2,0.1,7840,20132864,1
10000,0.2,1,0.2,0.05,419,19015698,1
10000,0.2,8,0.2,0.05,4643,17834160,1
10000,0.2,16,0.2,0.05,4240,15799168,1
10000,0.2,32,0.2,0.05,5058,17121472,1
10000,0.2,64,0.2,0.05,7147,20505600,1
10000,0.2,128,0.2,0.05,8047,20726656,1
10000,0.2,1,0.2,0.01,490,22263976,1
10000,0.2,8,0.2,0.01,6116,23275264,1
10000,0.2,16,0.2,0.01,5819,21739952,1
10000,0.2,32,0.2,0.01,6796,22671872,1
10000,0.2,64,0.2,0.01,7925,22877568,1
10000,0.2,128,0.2,0.01,9254,24204928,1
10000,0.2,1,0.1,0.1,427,19252568,1
10000,0.2,8,0.1,0.1,4381,15519480,1
10000,0.2,16,0.1,0.1,4736,16785840,1
10000,0.2,32,0.1,0.1,5674,18595840,1
10000,0.2,64,0.1,0.1,6088,17332736,1
10000,0.2,128,0.1,0.1,8019,20483072,1
10000,0.2,1,0.1,0.05,449,20085064,1
10000,0.2,8,0.1,0.05,5365,19325664,1
10000,0.2,16,0.1,0.05,5555,20466992,1
10000,0.2,32,0.1,0.05,6188,20758144,1
10000,0.2,64,0.1,0.05,7007,20660800,1
10000,0.2,128,0.1,0.05,7596,19808128,1
10000,0.2,1,0.1,0.01,481,21794476,1
10000,0.2,8,0.1,0.01,5726,22261888,1
10000,0.2,16,0.1,0.01,6134,22400784,1
10000,0.2,32,0.1,0.01,6592,22510912,1
10000,0.2,64,0.1,0.01,6174,18322560,1
10000,0.2,128,0.1,0.01,9026,24353280,1
10000,0.2,1,0.01,0.1,425,19169912,1
10000,0.2,8,0.01,0.1,5181,18689992,1
10000,0.2,16,0.01,0.1,5265,19522272,1
10000,0.2,32,0.01,0.1,5675,19501248,1
10000,0.2,64,0.01,0.1,7003,20797952,1
10000,0.2,128,0.01,0.1,7719,20386304,1
10000,0.2,1,0.01,0.05,462,20523642,1
10000,0.2,8,0.01,0.05,4837,19438376,1
10000,0.2,16,0.01,0.05,4851,19969392,1
10000,0.2,32,0.01,0.05,5587,20724736,1
10000,0.2,64,0.01,0.05,6560,20860800,1
10000,0.2,128,0.01,0.05,7415,21325696,1
10000,0.2,1,0.01,0.01,339,15400180,1
10000,0.2,8,0.01,0.01,4985,21539392,1
10000,0.2,16,0.01,0.01,4752,19290080,1
10000,0.2,32,0.01,0.01,6123,22628416,1
10000,0.2,64,0.01,0.01,7284,22986560,1
10000,0.2,128,0.01,0.01,8334,23721472,1
10000,0.2,1,0.001,0.1,416,18901628,1
10000,0.2,8,0.001,0.1,2730,11279280,1
10000,0.2,16,0.001,0.1,4654,20198160,1
10000,0.2,32,0.001,0.1,5460,20664288,1
10000,0.2,64,0.001,0.1,6358,20456960,1
10000,0.2,128,0.001,0.1,7156,20601344,1
10000,0.2,1,0.001,0.05,454,20614196,1
10000,0.2,8,0.001,0.05,3994,16384344,1
10000,0.2,16,0.001,0.05,4459,18698304,1
10000,0.2,32,0.001,0.05,5529,20847808,1
10000,0.2,64,0.001,0.05,5942,19148800,1
10000,0.2,128,0.001,0.05,7285,21089408,1
10000,0.2,1,0.001,0.01,417,18906182,1
10000,0.2,8,0.001,0.01,5315,22231216,1
10000,0.2,16,0.001,0.01,5429,22447008,1
10000,0.2,32,0.001,0.01,6031,22082368,1
10000,0.2,64,0.001,0.01,6940,22656384,1
10000,0.2,128,0.001,0.01,5904,16755968,1
10000,0.1,1,0.2,0.1,1460,65273680,0
10000,0.1,8,0.2,0.1,14106,58881120,0
10000,0.1,16,0.2,0.1,15992,67009344,0
10000,0.1,32,0.2,0.1,20910,80827712,0
10000,0.1,64,0.2,0.1,24195,81803264,0
10000,0.1,128,0.2,0.1,22413,69920768,0
10000,0.1,1,0.2,0.05,1700,75890648,0
10000,0.1,8,0.2,0.05,15412,63898720,0
10000,0.1,16,0.2,0.05,18154,74073088,0
10000,0.1,32,0.2,0.05,19906,75087200,1
10000,0.1,64,0.2,0.05,17289,57235200,1
10000,0.1,128,0.2,0.05,25770,81702400,0
10000,0.1,1,0.2,0.01,1803,80714000,0
10000,0.1,8,0.2,0.01,20403,83687424,0
10000,0.1,16,0.2,0.01,21807,89892352,0
10000,0.1,32,0.2,0.01,24131,92159104,0
10000,0.1,64,0.2,0.01,27411,92562816,0
10000,0.1,128,0.2,0.01,29576,94044160,0
10000,0.1,1,0.1,0.1,1914,85595790,1
10000,0.1,8,0.1,0.1,22652,92253472,1
10000,0.1,16,0.1,0.1,14748,55963392,1
10000,0.1,32,0.1,0.1,21061,74614944,1
10000,0.1,64,0.1,0.1,24201,75466240,1
10000,0.1,128,0.1,0.1,40967,121881088,1
10000,0.1,1,0.1,0.05,1556,69522408,1
10000,0.1,8,0.1,0.05,8337,31423016,1
10000,0.1,16,0.1,0.05,22371,85000832,1
10000,0.1,32,0.1,0.05,24606,88334112,1
10000,0.1,64,0.1,0.05,24259,76876288,1
10000,0.1,128,0.1,0.05,29824,88534016,1
10000,0.1,1,0.1,0.01,2319,103496389,1
10000,0.1,8,0.1,0.01,19315,71681728,1
10000,0.1,16,0.1,0.01,18969,71196672,1
10000,0.1,32,0.1,0.01,23801,84828672,1
10000,0.1,64,0.1,0.01,26510,89475136,1
10000,0.1,128,0.1,0.01,20006,62138880,1
10000,0.1,1,0.01,0.1,1659,73938534,1
10000,0.1,8,0.01,0.1,25022,102538016,1
10000,0.1,16,0.01,0.1,11758,48013936,1
10000,0.1,32,0.01,0.1,16927,64288640,1
10000,0.1,64,0.01,0.1,16055,53099392,1
10000,0.1,128,0.01,0.1,24451,76649472,1
10000,0.1,1,0.01,0.05,1850,82780421,1
10000,0.1,8,0.01,0.05,40279,167700928,1
10000,0.1,16,0.01,0.05,20406,83694656,1
10000,0.1,32,0.01,0.05,26622,101562720,1
10000,0.1,64,0.01,0.05,23358,78449920,1
10000,0.1,128,0.01,0.05,28052,88989696,1
10000,0.1,1,0.01,0.01,4264,190825149,1
10000,0.1,8,0.01,0.01,20026,82514720,1
10000,0.1,16,0.01,0.01,20242,82866784,1
10000,0.1,32,0.01,0.01,12039,44687424,1
10000,0.1,64,0.01,0.01,26117,88976000,1
10000,0.1,128,0.01,0.01,38182,125034496,1
10000,0.1,1,0.001,0.1,2571,115035744,1
10000,0.1,8,0.001,0.1,13195,54431040,1
10000,0.1,16,0.001,0.1,20276,85035472,1
10000,0.1,32,0.001,0.1,22089,86389536,1
10000,0.1,64,0.001,0.1,22803,77753152,1
10000,0.1,128,0.001,0.1,17570,55113728,1
10000,0.1,1,0.001,0.05,1945,86995837,1
10000,0.1,8,0.001,0.05,19717,82041168,1
10000,0.1,16,0.001,0.05,15941,66414160,1
10000,0.1,32,0.001,0.05,21022,82069920,1
10000,0.1,64,0.001,0.05,23706,81362176,1
10000,0.1,128,0.001,0.05,17188,53632000,1
10000,0.1,1,0.001,0.01,2171,97134974,1
10000,0.1,8,0.001,0.01,22749,95896864,1
10000,0.1,16,0.001,0.01,21564,86503152,1
10000,0.1,32,0.001,0.01,24863,94694080,1
10000,0.1,64,0.001,0.01,27564,92537728,1
10000,0.1,128,0.001,0.01,35729,113310720,1
10000,0.01,1,0.2,0.1,1814,80211264,0
10000,0.01,8,0.2,0.1,19331,80271984,0
10000,0.01,16,0.2,0.1,19648,80579040,0
10000,0.01,32,0.2,0.1,21443,81267776,0
10000,0.01,64,0.2,0.1,24321,81876992,0
10000,0.01,128,0.2,0.1,25997,81901568,0
10000,0.01,1,0.2,0.05,1889,83666482,0
10000,0.01,8,0.2,0.05,20508,83862760,0
10000,0.01,16,0.2,0.05,20206,84128160,0
10000,0.01,32,0.2,0.05,21959,84441792,0
10000,0.01,64,0.2,0.05,25282,85100800,0
10000,0.01,128,0.2,0.05,26938,85728000,0
10000,0.01,1,0.2,0.01,2080,92029072,0
10000,0.01,8,0.2,0.01,22436,92226048,0
10000,0.01,16,0.2,0.01,23267,92313024,0
10000,0.01,32,0.2,0.01,24950,92480000,0
10000,0.01,64,0.2,0.01,28439,92779072,0
10000,0.01,128,0.2,0.01,30901,94712960,0
10000,0.01,1,0.1,0.1,4274,189235158,0
10000,0.01,8,0.1,0.1,57930,235598464,0
10000,0.01,16,0.1,0.1,70689,291291472,0
10000,0.01,32,0.1,0.1,63822,250092544,0
10000,0.01,64,0.1,0.1,86661,299954112,0
10000,0.01,128,0.1,0.1,82364,271762432,0
10000,0.01,1,0.1,0.05,5940,262982492,0
10000,0.01,8,0.1,0.05,62671,261527136,0
10000,0.01,16,0.1,0.05,58547,247078064,0
10000,0.01,32,0.1,0.05,80594,314101664,0
10000,0.01,64,0.1,0.05,88967,303325184,0
10000,0.01,128,0.1,0.05,89739,292149760,0
10000,0.01,1,0.1,0.01,7534,333632834,0
10000,0.01,8,0.1,0.01,81310,340490656,0
10000,0.01,16,0.1,0.01,78987,334815600,0
10000,0.01,32,0.1,0.01,86236,342575552,0
10000,0.01,64,0.1,0.01,89269,309235200,0
10000,0.01,128,0.1,0.01,100853,336480640,0
10000,0.01,1,0.01,0.1,6972,307884336,0
10000,0.01,8,0.01,0.1,158086,646347768,0
10000,0.01,16,0.01,0.1,147306,603895968,0
10000,0.01,32,0.01,0.1,160993,614405696,0
10000,0.01,64,0.01,0.1,138161,469561024,0
10000,0.01,128,0.01,0.1,238784,784566528,0
10000,0.01,1,0.01,0.05,10822,479418883,0
10000,0.01,8,0.01,0.05,85354,351750240,0
10000,0.01,16,0.01,0.05,91287,380751824,0
10000,0.01,32,0.01,0.05,116045,455914400,0
10000,0.01,64,0.01,0.05,278172,969384960,0
10000,0.01,128,0.01,0.05,284577,934670336,0
10000,0.01,1,0.01,0.01,19034,841596035,0
10000,0.01,8,0.01,0.01,157469,638183512,0
10000,0.01,16,0.01,0.01,240010,970532368,0
10000,0.01,32,0.01,0.01,162684,618434656,0
10000,0.01,64,0.01,0.01,235981,799183552,0
10000,0.01,128,0.01,0.01,210137,691956480,0
10000,0.01,1,0.001,0.1,48267,2134545199,0
10000,0.01,8,0.001,0.1,96782,396326504,0
10000,0.01,16,0.001,0.1,201098,817364416,0
10000,0.01,32,0.001,0.1,403319,1543141920,0
10000,0.01,64,0.001,0.1,393536,1373414720,0
10000,0.01,128,0.001,0.1,166232,554789888,0
10000,0.01,1,0.001,0.05,28940,1282546050,0
10000,0.01,8,0.001,0.05,131102,535491712,0
10000,0.01,16,0.001,0.05,402345,1656435536,0
10000,0.01,32,0.001,0.05,183759,714860160,0
10000,0.01,64,0.001,0.05,134148,465997888,0
10000,0.01,128,0.001,0.05,394509,1330398592,0
10000,0.01,1,0.001,0.01,17855,791591933,0
10000,0.01,8,0.001,0.01,139350,568972144,0
10000,0.01,16,0.001,0.01,204041,841755520,0
10000,0.01,32,0.001,0.01,163415,622707424,0
10000,0.01,64,0.001,0.01,503316,1581819520,0
10000,0.01,128,0.001,0.01,586778,1756256640,0
10000,0.001,1,0.2,0.1,1823,80205172,0
10000,0.001,8,0.2,0.1,19527,80204928,0
10000,0.001,16,0.2,0.1,20227,80597328,0
10000,0.001,32,0.2,0.1,21374,81273888,0
10000,0.001,64,0.2,0.1,24357,81901568,0
10000,0.001,128,0.2,0.1,26444,81913856,0
10000,0.001,1,0.2,0.05,1872,82750930,0
10000,0.001,8,0.2,0.05,20979,83862760,0
10000,0.001,16,0.2,0.05,20604,84089952,0
10000,0.001,32,0.2,0.05,22279,84244384,0
10000,0.001,64,0.2,0.05,25490,85094400,0
10000,0.001,128,0.2,0.05,27411,85740800,0
10000,0.001,1,0.2,0.01,2098,92008144,0
10000,0.001,8,0.2,0.01,22847,92205120,0
10000,0.001,16,0.2,0.01,22677,92313024,0
10000,0.001,32,0.2,0.01,24094,92438144,0
10000,0.001,64,0.2,0.01,27615,92800000,0
10000,0.001,128,0.2,0.01,30273,94558080,0
10000,0.001,1,0.1,0.1,5930,262840648,0
10000,0.001,8,0.1,0.1,47640,189201680,0
10000,0.001,16,0.1,0.1,69040,280239520,0
10000,0.001,32,0.1,0.1,74612,286158848,0
10000,0.001,64,0.1,0.1,82396,282412736,0
10000,0.001,128,0.1,0.1,75142,240471552,0
10000,0.001,1,0.1,0.05,6822,301085652,0
10000,0.001,8,0.1,0.05,67292,280000840,0
10000,0.001,16,0.1,0.05,78638,321173280,0
10000,0.001,32,0.1,0.05,84142,323112000,0
10000,0.001,64,0.1,0.05,72476,247878656,0
10000,0.001,128,0.1,0.05,96678,318150400,0
10000,0.001,1,0.1,0.01,7877,347666150,0
10000,0.001,8,0.1,0.01,74397,308669232,0
10000,0.001,16,0.1,0.01,83848,347289312,0
10000,0.001,32,0.1,0.01,87165,341091264,0
10000,0.001,64,0.1,0.01,91794,318683904,0
10000,0.001,128,0.1,0.01,103770,342789248,0
10000,0.001,1,0.01,0.1,13779,608920750,0
10000,0.001,8,0.01,0.1,109713,458636104,0
10000,0.001,16,0.01,0.1,73174,310200592,0
10000,0.001,32,0.01,0.1,148558,595192608,0
10000,0.001,64,0.01,0.1,277405,984584128,0
10000,0.001,128,0.01,0.1,177125,602304768,0
10000,0.001,1,0.01,0.05,13825,611969781,0
10000,0.001,8,0.01,0.05,201668,853837520,0
10000,0.001,16,0.01,0.05,111834,473215504,0
10000,0.001,32,0.01,0.05,158690,629119232,0
10000,0.001,64,0.01,0.05,316922,1081027712,0
10000,0.001,128,0.01,0.05,199467,655821824,0
10000,0.001,1,0.01,0.01,25188,1113375642,0
10000,0.001,8,0.01,0.01,210394,855753920,0
10000,0.001,16,0.01,0.01,138842,564243328,0
10000,0.001,32,0.01,0.01,187049,715136896,0
10000,0.001,64,0.01,0.01,256379,857507008,0
10000,0.001,128,0.01,0.01,132041,417264384,0
10000,0.001,1,0.001,0.1,18782,831770573,0
10000,0.001,8,0.001,0.1,231763,925711208,0
10000,0.001,16,0.001,0.1,322974,1291645200,0
10000,0.001,32,0.001,0.1,121393,457850592,0
10000,0.001,64,0.001,0.1,302137,1020882048,0
10000,0.001,128,0.001,0.1,304167,1023396992,0
10000,0.001,1,0.001,0.05,8542,377967340,0
10000,0.001,8,0.001,0.05,299136,1262778200,0
10000,0.001,16,0.001,0.05,125357,518359408,0
10000,0.001,32,0.001,0.05,153971,597904992,0
10000,0.001,64,0.001,0.05,119943,413672192,0
10000,0.001,128,0.001,0.05,453350,1497829504,0
10000,0.001,1,0.001,0.01,10526,465448619,0
10000,0.001,8,0.001,0.01,117945,491070832,0
10000,0.001,16,0.001,0.01,424613,1759089792,0
10000,0.001,32,0.001,0.01,338489,1320912768,0
10000,0.001,64,0.001,0.01,141627,483769792,0
10000,0.001,128,0.001,0.01,348350,1160002944,0
100000,0.4,1,0.2,0.1,1041,48709680,1
100000,0.4,8,0.2,0.1,12868,52706048,1
100000,0.4,16,0.2,0.1,13356,52718528,1
100000,0.4,32,0.2,0.1,15996,54399584,1
100000,0.4,64,0.2,0.1,19279,53610112,1
100000,0.4,128,0.2,0.1,25368,63215104,1
100000,0.4,1,0.2,0.05,1104,51727880,1
100000,0.4,8,0.2,0.05,13691,55967600,1
100000,0.4,16,0.2,0.05,13925,55884224,1
100000,0.4,32,0.2,0.05,12175,41385984,1
100000,0.4,64,0.2,0.05,19893,56915904,1
100000,0.4,128,0.2,0.05,25355,63999488,1
100000,0.4,1,0.2,0.01,1290,60598605,1
100000,0.4,8,0.2,0.01,14410,61581592,1
100000,0.4,16,0.2,0.01,14948,58596960,1
100000,0.4,32,0.2,0.01,17901,62961280,1
100000,0.4,64,0.2,0.01,23773,70016512,1
100000,0.4,128,0.2,0.01,29217,76524032,1
100000,0.4,1,0.1,0.1,1136,53200000,1
100000,0.4,8,0.1,0.1,12489,52748064,1
100000,0.4,16,0.1,0.1,13273,53745216,1
100000,0.4,32,0.1,0.1,10767,36317728,1
100000,0.4,64,0.1,0.1,19810,57595072,1
100000,0.4,128,0.1,0.1,25526,63995392,1
100000,0.4,1,0.1,0.05,1130,52787768,1
100000,0.4,8,0.1,0.05,13709,54905744,1
100000,0.4,16,0.1,0.05,14420,55892864,1
100000,0.4,32,0.1,0.05,15001,49899328,1
100000,0.4,64,0.1,0.05,20554,57599552,1
100000,0.4,128,0.1,0.05,25806,63997440,1
100000,0.4,1,0.1,0.01,1293,60600000,1
100000,0.4,8,0.1,0.01,14805,61577344,1
100000,0.4,16,0.1,0.01,14750,58629600,1
